02156	5	15
00302	2	11
02106	1	12
02294	3	13
01476	1	13
01629	4	11
03110	1	2
01784	3	13
08043	1	0
02199	6	12
00011	4	10
01839	5	11
07952	3	12
07770	6	13
07454	0	17
01845	2	1
01854	2	0
08501	2	15
00017	2	12
01866	2	0
01869	2	1
08228	0	11
07019	1	14
01874	2	10
04934	2	1
04409	5	9
07466	2	0
06534	1	14
00777	3	11
06480	5	15
07863	2	12
01899	3	11
01902	1	11
01901	5	11
05874	2	1
01908	3	12
07470	1	13
05328	3	10
05352	3	7
07866	2	16
07872	2	11
07023	3	10
07178	7	12
00039	3	2
10146	0	10
02435	2	3
01923	3	11
05700	3	11
02447	6	13
10268	2	5
00054	3	13
01943	3	12
07875	4	11
01989	3	14
02004	3	10
02042	3	13
02049	3	0
02067	2	2
02309	2	11
02174	1	15
02214	2	9
02250	3	13
06545	1	11
02943	1	10
03177	3	10
03254	3	2
03318	7	14
07578	3	10
00216	4	13
00215	3	11
02054	3	11
00003	4	8
07206	2	14
09368	6	10
04470	1	12
09185	3	10
08381	5	14
09299	4	11
09831	2	0
09401	3	11
05739	2	12
02105	5	10
08643	4	2
02423	2	13
02427	2	14
00683	2	0
00588	4	1
00587	4	0
00591	0	2
00590	3	0
00594	1	2
00593	1	0
00600	2	0
00599	1	0
00606	3	1
00605	4	4
00609	2	2
00608	1	0
00612	4	1
00611	0	1
00614	4	4
00618	5	1
00617	2	1
00621	3	1
00620	3	0
00627	2	1
00626	0	3
00630	4	1
02429	4	10
02433	3	11
00633	4	1
00636	3	6
00635	3	4
00639	7	1
00638	5	0
02112	5	10
00645	0	0
00644	2	2
00648	4	1
00647	2	3
00651	1	0
00650	4	1
00654	1	1
00653	6	5
00657	3	2
00656	3	2
00660	1	2
00659	2	1
00663	1	1
00662	4	0
00669	3	0
00668	3	0
00672	4	27
00671	4	2
00675	3	1
00674	1	1
00678	3	1
00677	1	4
00681	2	1
00680	3	1
00687	6	2
00686	4	2
02504	1	1
00684	3	1
00690	3	4
00689	1	1
02511	1	0
02510	3	2
02513	0	11
00939	1	0
00938	1	1
00843	4	0
00842	2	0
00846	2	11
00845	3	6
00849	2	0
00848	6	15
00852	2	0
00851	4	2
00858	4	1
00857	5	1
00861	3	3
00860	2	1
00864	4	0
00867	2	0
00866	5	1
00870	2	0
00869	4	7
02517	2	1
00873	5	3
00872	2	2
00876	3	1
