02156	23	92
00302	21	83
02106	25	84
02294	21	81
01476	19	107
01629	24	81
03110	25	4
01784	18	88
08043	25	2
02199	23	94
00011	24	77
01839	27	69
07952	22	80
07770	19	88
07454	11	97
01845	33	4
01854	23	6
08501	14	103
00017	20	83
01866	24	8
01869	27	14
08228	16	74
07019	19	79
01874	24	79
04934	22	24
04409	18	75
07466	25	3
06534	21	85
00777	25	77
06480	15	83
07863	28	70
01899	26	78
01902	28	71
01901	22	72
05874	22	5
01908	21	75
07470	15	93
05328	15	79
05352	23	76
07866	22	116
07872	20	86
07023	19	80
07178	21	91
00039	23	13
10146	22	84
02435	23	11
01923	26	80
05700	24	77
02447	15	87
10268	29	15
00054	13	77
01943	17	76
07875	19	75
01989	20	84
02004	20	75
02042	24	68
02049	24	3
02067	22	5
02309	19	85
02174	19	101
02214	21	67
02250	18	93
06545	21	80
02943	20	69
03177	20	77
03254	25	8
03318	15	75
07578	21	87
00216	24	82
00215	27	77
02054	18	78
00003	15	18
07206	18	102
09368	23	86
04470	20	93
09185	20	70
08381	14	82
09299	18	84
09831	26	3
09401	25	78
05739	20	82
02105	25	77
08643	22	25
02423	17	85
02427	13	100
00683	28	5
00588	20	6
00587	25	5
00591	30	5
00590	23	6
00594	25	5
00593	27	1
00600	21	9
00599	20	3
00606	22	4
00605	18	22
00609	26	9
00608	25	2
00612	28	9
00611	24	14
00614	30	10
00618	29	4
00617	21	7
00621	25	8
00620	25	2
00627	20	12
00626	22	19
00630	19	2
02429	22	75
02433	20	93
00633	25	3
00636	23	13
00635	26	13
00639	29	6
00638	17	5
02112	22	71
00645	25	3
00644	25	4
00648	21	3
00647	20	13
00651	25	9
00650	29	13
00654	24	3
00653	28	24
00657	25	10
00656	23	6
00660	21	9
00659	24	5
00663	32	3
00662	27	10
00669	28	4
00668	22	2
00672	27	93
00671	22	6
00675	22	5
00674	24	6
00678	21	11
00677	20	12
00681	25	5
00680	23	5
00687	29	6
00686	24	7
02504	25	7
00684	16	12
00690	25	8
00689	20	1
02511	20	5
02510	24	12
02513	16	79
00939	21	5
00938	26	7
00843	21	7
00842	30	5
00846	26	63
00845	15	21
00849	28	8
00848	19	74
00852	22	4
00851	27	7
00858	29	9
00857	25	1
00861	17	5
00860	23	2
00864	25	5
00867	17	9
00866	29	6
00870	29	1
00869	31	45
02517	27	14
00873	20	6
00872	20	7
00876	20	9
00875	29	9
00879	24	10
00878	27	26
00881	25	7
00885	19	4
00884	23	9
00888	30	6
00887	27	4
00891	37	1
00890	30	2
00897	26	4
00896	22	5
00900	25	11
00899	23	9
00903	24	12
00902	19	6
00906	28	8
00905	29	11
00909	27	7
00908	23	11
00912	25	7
02520	12	82
00911	27	5
00915	26	7
00918	30	4
00917	23	6
00921	22	6
00920	24	4
00924	22	6
00923	25	4
00927	17	7
00933	28	13
00932	25	4
00936	21	4
00935	26	6
02523	22	72
02522	18	84
02525	18	84
02676	16	67
02529	24	66
01046	26	4
01050	19	2
01049	20	5
01053	23	7
01052	21	14
01131	24	14
01056	25	3
01055	19	7
01059	21	6
01058	24	6
01062	22	12
01061	19	7
01065	19	3
01064	22	11
01068	17	19
01067	27	18
01071	26	8
01070	27	10
01074	27	4
01073	17	10
02576	24	13
01002	19	83
01077	28	5
01076	22	8
01080	25	6
01079	31	5
01083	21	6
01082	21	6
01086	28	4
01085	33	11
01089	25	11
01088	29	4
01092	26	8
01091	22	8
01095	20	5
01094	27	6
01098	29	22
01097	27	23
01047	31	3
02507	22	74
02531	30	4
01101	20	6
01100	33	4
01104	21	3
01103	31	5
01107	27	16
01106	20	1
01110	23	12
01109	27	13
01113	25	3
01112	30	4
01116	18	9
01115	29	8
01119	24	7
01118	21	3
01122	24	6
01125	25	13
01124	22	18
01128	32	6
01130	22	11
01137	29	4
01136	20	0
01140	25	6
02291	26	82
02295	22	79
01139	16	12
01143	21	15
01142	21	20
01146	24	7
01145	19	9
01149	23	4
01148	26	12
01152	23	9
01151	20	7
01155	28	15
01154	25	8
01158	20	7
01157	22	10
01161	21	18
01160	25	7
01164	24	12
01163	24	4
01167	23	10
01166	24	5
01170	29	9
01173	20	3
01172	27	11
01176	26	3
01175	25	13
02298	28	93
01179	25	6
01178	20	6
01182	24	15
01181	24	7
01185	29	7
01184	17	3
01188	23	3
01187	25	2
01191	30	7
01190	27	4
01194	18	8
01193	30	4
01197	28	6
01196	29	3
01200	24	8
01199	16	8
01203	23	4
01202	26	13
01206	23	7
01205	25	15
01209	29	19
01208	21	13
01212	23	25
01211	21	24
01215	25	9
01214	23	11
01218	24	93
01217	26	5
01227	29	10
01230	25	8
01229	28	2
01233	25	7
01236	31	2
01245	25	6
01239	24	2
01238	22	10
01244	14	14
01248	23	7
01251	17	18
01250	24	13
01254	30	4
01253	30	3
01257	22	9
01256	25	17
01260	27	13
01259	27	7
01263	24	7
01262	21	4
01269	24	12
01268	21	5
01272	21	13
01271	22	21
02300	21	85
01275	31	1
01274	27	11
01278	22	19
01277	21	14
01281	22	8
01280	30	9
01284	25	7
01283	27	10
01287	34	2
01286	22	2
01290	23	4
01289	25	12
01293	23	3
01292	18	6
01296	33	24
01295	23	3
01299	23	6
01298	23	5
01301	24	5
02304	24	75
01305	27	8
01304	24	12
01308	30	5
01307	27	8
03048	19	83
01401	28	5
01400	28	11
01403	22	1
01407	19	8
01406	27	7
00005	27	10
01410	19	9
01409	31	9
01413	23	10
01412	30	8
01424	27	2
01428	27	11
01427	16	16
01431	28	8
01430	26	3
01434	21	2
01433	23	1
01437	24	10
01436	26	4
01440	29	4
01439	30	6
01443	24	7
01442	24	6
01446	23	1
01445	19	6
01449	19	8
01448	26	10
01455	20	4
01454	20	6
01458	22	3
01457	22	10
01461	25	2
01460	23	8
01464	26	9
01467	28	4
01466	20	9
01470	24	10
01469	26	11
01473	19	24
01472	22	16
00009	21	77
01478	13	88
01485	20	95
01509	30	8
01487	27	4
01491	14	10
01490	28	17
01494	26	15
01493	25	11
01497	23	9
01496	26	5
01500	25	8
01499	16	20
01503	29	3
01502	27	16
01506	28	3
01508	23	7
01512	27	7
01511	29	3
01518	26	11
01517	26	4
01521	24	5
01520	24	9
01524	23	10
01523	22	8
01526	27	7
01529	24	7
01533	20	3
01532	27	13
01538	23	8
01539	20	18
01542	28	4
01541	26	10
01545	24	3
01544	28	1
01548	28	7
01547	33	11
01556	28	6
01560	18	5
01559	30	6
01563	27	5
01562	29	6
01566	20	4
01565	20	5
01569	25	8
01568	26	5
01572	14	7
01571	17	30
01575	26	6
01574	21	8
01578	27	3
01577	25	15
01581	30	5
01580	31	1
01584	25	6
01583	34	10
01587	24	11
01586	24	7
01590	23	3
01589	17	4
01593	28	4
01592	23	10
01596	29	11
01595	31	1
01599	21	6
01602	30	2
01601	23	3
01605	21	7
01604	21	8
01608	21	9
01607	22	8
01611	22	4
01610	25	8
01617	19	5
01616	23	3
01620	28	5
01619	19	10
01623	20	2
01622	22	8
01626	25	8
01625	19	6
01632	22	25
01631	23	14
01635	23	91
01638	25	4
01637	20	9
01641	19	2
01640	28	4
01644	26	8
01643	30	4
01647	23	4
01646	25	13
01650	29	5
01649	21	3
01653	25	12
01652	24	8
01656	23	5
01655	25	6
01659	22	6
01658	26	9
01662	27	9
01661	28	17
01665	27	14
01664	24	5
01668	25	7
01667	19	4
01674	21	11
01673	25	7
01677	24	7
01676	24	8
01680	24	6
01679	19	4
01686	30	6
01685	23	4
01689	23	7
01688	19	9
01698	25	7
01697	20	9
03111	30	5
01701	29	59
01700	23	12
01704	27	4
01703	29	9
01707	29	5
01706	21	5
01710	26	8
01709	23	9
01713	24	5
01712	23	15
01716	27	5
01715	17	16
01719	20	4
01718	22	1
01722	28	3
01721	25	2
01725	33	3
01724	24	1
01728	22	4
01727	24	3
01731	25	5
01730	29	10
01734	26	5
01733	27	3
01737	23	1
01740	22	16
01739	21	13
01746	22	11
01745	22	28
01749	29	7
01752	27	10
01751	23	9
01755	23	4
01754	26	9
01757	30	3
01761	26	7
01760	21	5
01764	27	3
01763	24	2
01767	27	4
01766	24	10
01770	31	3
01769	24	91
01773	28	10
01772	23	3
01776	22	4
01775	25	6
01779	22	5
01778	22	11
01782	27	2
01781	32	4
01788	16	9
01787	17	9
01791	23	6
01790	28	6
01794	26	95
01793	21	98
01797	22	10
01796	19	18
01800	28	3
01799	28	5
01803	21	8
01802	23	5
01806	20	5
01805	24	5
01809	23	10
01808	27	6
01812	24	3
01811	25	9
01815	32	7
01814	22	14
01821	25	9
01820	30	15
01823	19	6
08042	23	7
02198	17	81
03476	23	12
00012	24	94
07560	20	84
07953	18	68
07769	24	81
03753	22	77
07455	27	88
03875	21	72
03918	18	79
01853	27	11
07661	22	6
07662	22	12
08129	23	89
08502	17	99
00015	18	98
00018	21	77
00021	22	58
08229	21	88
07020	30	3
06368	24	88
06798	21	70
08138	18	87
08142	25	75
02357	31	11
08787	18	80
08786	25	76
04935	26	6
04545	20	76
07467	24	10
00023	20	72
06533	19	81
09143	30	66
02361	28	9
02363	16	107
08894	20	89
00776	29	74
00774	21	7
06479	19	84
07862	23	74
06629	23	83
07175	30	91
00026	19	86
05028	20	75
05777	18	74
00030	29	0
05873	23	17
02109	21	79
07469	25	98
05270	24	84
07865	23	18
07871	22	84
07022	22	77
07179	20	78
05417	22	86
08970	13	88
00033	20	78
00032	18	82
00035	27	69
00036	29	86
00038	26	9
10139	26	4
10145	19	98
00303	19	85
00044	30	3
02441	25	87
02445	21	72
02442	26	83
05904	22	78
02448	16	100
10269	28	11
10271	21	7
00048	22	70
06095	27	84
00053	19	98
02454	19	53
10274	19	2
10277	20	78
06329	23	80
10280	22	72
06402	22	64
07874	23	90
00057	16	118
00060	24	71
00059	15	84
03087	15	75
00063	14	126
02457	25	76
03992	19	88
02460	5	317
09150	23	7
09149	20	10
02025	21	4
02024	18	6
02028	27	75
02027	20	68
10362	19	88
07668	28	4
02037	21	15
02036	25	14
02040	26	6
02039	18	9
02462	26	8
02055	16	85
05498	22	80
02052	24	15
10394	24	77
10476	32	10
10475	23	7
02084	26	9
02088	27	8
02087	26	6
02091	28	8
02090	31	4
02094	19	2
02093	27	3
02097	20	8
02096	15	6
02100	27	6
02099	26	4
02103	24	5
02102	21	12
02424	20	79
02301	20	98
02108	23	75
02453	21	15
02463	20	6
05603	25	4
02310	17	81
06536	21	76
03113	22	70
03114	24	77
02133	15	86
02132	19	102
07472	19	92
07473	27	89
02142	28	8
05207	22	71
02469	18	82
02471	15	77
06870	20	88
02430	22	72
02505	19	11
02514	18	83
02526	21	70
02292	19	90
03086	15	71
05604	19	3
02534	24	87
02537	14	90
02165	15	77
02399	29	74
02168	23	87
00066	20	84
00065	16	86
02172	25	3
02171	24	4
02175	13	77
03134	17	80
02474	15	96
02540	15	91
02544	21	86
02111	20	71
02577	25	15
02508	24	71
01785	24	83
02547	21	70
08145	16	105
02252	17	84
07956	22	2
02331	29	76
02330	29	20
02334	24	3
02333	25	0
02336	22	14
02337	25	20
02157	25	75
00014	19	79
09144	23	76
02364	20	77
01905	28	5
02406	20	6
01904	25	5
05208	29	81
05876	28	76
06546	20	75
02516	26	6
02675	31	62
02532	22	15
02574	18	75
02456	24	81
02472	24	84
02210	18	84
02478	27	84
02477	19	83
02481	26	82
02480	25	74
02573	21	81
02580	15	93
02579	23	73
02583	18	102
02582	18	95
02585	20	90
02586	18	76
02589	21	81
02592	14	93
02591	22	94
02595	19	77
02594	17	70
06482	23	94
06483	19	92
02598	29	6
02597	27	11
02603	20	81
02604	16	96
02607	20	81
02426	21	73
02475	16	93
02220	23	85
02219	19	95
02484	20	88
02483	15	87
02487	21	81
02486	16	77
02490	26	85
02489	24	81
02493	16	73
02492	24	85
02606	18	80
02613	22	80
02612	21	68
02616	21	73
02615	20	82
02619	12	93
02618	22	79
07961	26	102
07962	19	77
02622	16	89
02621	19	85
02625	17	84
02624	21	94
02628	23	9
02627	25	6
02631	16	94
02630	20	89
00218	17	78
02459	23	130
02519	9	86
02223	24	73
02222	18	76
02226	32	7
02225	23	12
02496	27	74
02495	26	89
02499	24	78
02498	25	77
02634	11	99
